,worked_during_school,computer_skills,volunteer,military,employment_holes,has_email_address,resume_quality,milvol,positive_col,avg_milwork,mltp_experspecskill
1080,0,1,1,0,1,0,0,0,2,0.0,0
1081,1,1,1,0,0,0,0,0,2,0.5,0
1082,1,1,1,0,0,1,1,0,2,0.5,0
1083,1,1,1,0,0,0,0,0,2,0.5,0
1084,0,1,1,0,1,1,1,0,2,0.0,5
1085,0,1,1,0,1,0,0,0,2,0.0,0
1086,0,1,1,0,1,0,0,0,2,0.0,0
1087,0,1,1,0,1,1,1,0,2,0.0,6
1088,1,1,1,0,1,0,0,0,2,0.5,0
1089,1,1,1,0,0,1,1,0,2,0.5,0
1090,1,1,1,1,0,1,1,1,3,1.0,0
1091,1,1,1,0,1,1,1,0,3,0.5,0
1092,0,1,1,0,0,0,0,0,2,0.0,0
1093,0,1,1,0,1,0,0,0,2,0.0,0
1094,1,1,1,0,1,1,1,0,2,0.5,0
1095,1,1,1,0,0,0,0,0,2,0.5,0
1096,1,1,1,0,0,1,1,0,2,0.5,6
1097,0,1,1,0,0,0,0,0,2,0.0,0
1098,1,1,1,0,0,1,1,0,2,0.5,7
1099,0,0,1,0,1,0,0,0,1,0.0,5
1100,1,1,1,0,1,0,0,0,2,0.5,6
1101,1,1,1,0,1,1,1,0,2,0.5,6
1102,1,1,1,0,1,0,0,0,2,0.5,6
1103,1,1,1,0,0,1,1,0,2,0.5,7
1104,0,0,1,0,1,0,0,0,1,0.0,5
1105,1,1,1,0,1,1,1,0,2,0.5,6
1106,1,1,1,0,0,1,1,0,2,0.5,0
1107,1,1,1,0,0,1,1,0,2,0.5,10
1108,1,1,1,0,0,1,1,0,2,0.5,0
1109,0,1,1,0,1,0,0,0,2,0.0,4
1110,1,1,1,0,0,0,0,0,2,0.5,0
1111,1,1,1,0,0,1,1,0,2,0.5,4
1112,0,1,1,0,1,0,0,0,2,0.0,6
1113,0,1,1,0,0,0,0,0,2,0.0,0
1114,1,1,1,0,0,0,0,0,2,0.5,0
1115,1,1,1,0,0,1,1,0,2,0.5,0
1116,1,1,1,0,0,1,1,0,2,0.5,0
1117,1,1,1,0,0,0,0,0,2,0.5,0
1118,1,1,1,0,0,1,1,0,2,0.5,0
1119,1,1,1,0,0,0,0,0,2,0.5,0
1120,1,1,1,0,0,0,0,0,2,0.5,0
1121,1,1,1,0,0,1,1,0,2,0.5,0
1122,1,1,1,0,1,0,0,0,2,0.5,0
1123,1,1,1,0,0,0,1,0,2,0.5,0
1125,1,1,1,0,0,0,0,0,2,0.5,0
1126,0,1,1,0,0,0,0,0,2,0.0,6
1127,1,1,1,0,1,0,0,0,2,0.5,0
1128,1,1,1,0,1,1,1,0,3,0.5,5
1129,1,1,1,0,1,1,1,0,2,0.5,15
1130,1,1,1,0,1,0,0,0,2,0.5,0
1131,0,1,1,0,1,0,0,0,3,0.0,0
1132,1,1,1,0,0,1,1,0,2,0.5,0
1133,0,1,1,0,1,1,1,0,2,0.0,0
1134,1,1,1,0,0,1,1,0,2,0.5,6
1135,0,0,1,0,1,0,0,0,1,0.0,0
1136,1,1,1,1,0,1,1,1,3,1.0,0
1137,1,1,1,1,0,1,1,1,3,1.0,0
1138,0,0,1,0,1,0,0,0,1,0.0,0
1139,1,1,1,0,0,1,1,0,2,0.5,0
1140,1,1,1,1,0,1,1,1,3,1.0,0
1141,0,0,1,0,1,0,0,0,1,0.0,0
1142,1,1,1,0,0,1,1,0,2,0.5,0
1143,1,1,1,0,0,0,0,0,2,0.5,0
1144,0,0,1,0,0,0,0,0,1,0.0,0
1145,1,1,1,0,0,0,1,0,2,0.5,14
1146,0,0,1,0,1,0,0,0,1,0.0,0
1147,0,1,1,0,0,0,0,0,2,0.0,0
1148,0,1,1,0,0,0,1,0,2,0.0,0
1149,0,0,1,0,1,0,0,0,2,0.0,0
1150,1,1,1,0,0,0,0,0,2,0.5,0
1151,1,1,1,0,0,1,1,0,2,0.5,0
1152,0,1,1,1,1,1,1,1,4,0.5,0
1153,1,1,1,0,0,1,1,0,2,0.5,0
1154,1,1,1,0,0,0,0,0,2,0.5,0
1155,0,0,1,0,1,0,0,0,1,0.0,0
1156,1,1,1,1,0,1,1,1,3,1.0,0
1157,1,1,1,0,0,0,0,0,2,0.5,0
1158,0,1,1,0,1,1,0,0,2,0.0,13
1159,1,1,1,0,1,1,1,0,2,0.5,0
1160,1,1,1,0,0,1,1,0,2,0.5,5
1161,0,1,1,0,0,0,0,0,2,0.0,11
1162,1,1,1,0,1,0,0,0,2,0.5,13
1163,1,1,1,0,1,1,1,0,2,0.5,0
1164,1,1,1,0,1,0,0,0,2,0.5,7
1165,0,1,1,0,1,1,1,0,2,0.0,0
1166,0,1,1,0,1,0,0,0,2,0.0,1
1167,0,1,1,0,1,0,0,0,2,0.0,4
1168,1,1,1,0,1,1,1,0,2,0.5,16
1169,0,1,1,0,1,1,1,0,3,0.0,26
1170,1,1,1,0,1,1,1,0,2,0.5,4
1171,0,0,1,0,0,1,1,0,1,0.0,0
1172,1,0,1,0,1,0,0,0,1,0.5,5
1173,0,1,1,0,1,0,0,0,2,0.0,2
1174,1,0,1,0,1,0,0,0,1,0.5,0
1175,0,1,1,0,1,0,0,0,2,0.0,0
1176,1,1,1,0,0,1,1,0,2,0.5,8
1177,0,1,1,0,1,1,1,0,2,0.0,7
1178,0,1,1,0,1,1,1,0,2,0.0,9
1179,1,1,1,0,1,0,0,0,2,0.5,0
1180,0,1,1,0,1,0,0,0,2,0.0,2
1181,0,1,1,0,1,1,1,0,3,0.0,12
1182,1,1,1,0,1,0,0,0,2,0.5,7
1183,0,0,1,0,0,1,1,0,1,0.0,0
1184,0,1,1,0,1,0,0,0,2,0.0,1
1185,1,1,1,0,1,1,1,0,2,0.5,16
1186,0,0,1,0,1,0,0,0,1,0.0,0
1187,1,1,1,0,0,0,0,0,2,0.5,0
1188,1,1,1,0,1,1,1,0,2,0.5,0
1189,1,1,1,1,0,1,1,1,3,1.0,0
1190,1,1,0,0,0,1,1,0,1,0.5,0
1191,0,1,0,0,1,0,0,0,2,0.0,0
1192,1,1,0,0,1,0,0,0,1,0.5,0
1194,0,1,1,0,1,1,1,0,2,0.0,7
1195,1,1,0,0,1,0,0,0,1,0.5,5
1196,1,1,0,0,0,1,1,0,1,0.5,0
1197,1,1,0,0,1,0,0,0,1,0.5,0
1198,1,1,1,0,1,0,0,0,2,0.5,0
1199,1,1,1,0,0,1,1,0,2,0.5,0
1200,0,1,0,0,1,0,0,0,1,0.0,0
1201,1,1,0,0,1,1,1,0,1,0.5,0
1202,0,1,0,1,1,1,1,0,2,0.5,7
1203,0,1,0,0,0,0,0,0,1,0.0,0
1204,1,1,1,1,0,1,1,1,3,1.0,0
1205,0,1,0,0,1,1,0,0,1,0.0,0
1206,0,1,0,0,1,1,0,0,1,0.0,0
1207,0,1,0,0,1,1,0,0,1,0.0,0
1208,1,1,1,0,0,1,1,0,2,0.5,0
1209,1,1,0,0,1,1,1,0,1,0.5,0
1210,1,1,1,0,1,1,0,0,2,0.5,0
1211,1,1,1,0,1,1,1,0,2,0.5,0
1212,0,1,1,0,1,1,0,0,2,0.0,0
1213,1,1,1,0,1,1,1,0,2,0.5,0
1214,1,1,0,0,1,1,0,0,1,0.5,0
1215,1,1,0,0,0,1,1,0,1,0.5,0
1216,0,1,0,0,1,1,0,0,1,0.0,0
1217,0,1,1,0,1,1,1,0,2,0.0,6
1218,0,1,1,0,1,1,1,0,2,0.0,0
1219,0,1,0,0,1,1,0,0,1,0.0,0
1220,0,1,1,0,1,1,1,0,2,0.0,0
1221,1,1,0,0,0,1,0,0,1,0.5,0
1222,1,1,1,0,0,1,1,0,2,0.5,0
1223,0,1,0,0,1,1,0,0,1,0.0,0
1224,1,1,0,0,0,1,1,0,1,0.5,0
1225,0,1,0,0,1,1,0,0,1,0.0,0
1226,1,1,0,0,0,1,1,0,1,0.5,7
1227,1,1,0,0,1,1,1,0,2,0.5,0
1228,0,1,0,0,0,1,0,0,1,0.0,0
1229,1,1,0,0,1,1,0,0,1,0.5,0
1230,1,1,0,1,1,1,1,0,2,1.0,7
1231,1,1,1,0,0,1,1,0,2,0.5,3
1232,1,1,0,0,1,1,0,0,1,0.5,0
1233,1,1,0,0,0,1,0,0,1,0.5,0
1234,1,1,0,0,0,1,0,0,1,0.5,7
1235,1,1,1,0,0,1,1,0,2,0.5,7
1236,0,1,0,0,1,1,0,0,1,0.0,3
1237,1,1,0,0,0,1,1,0,1,0.5,8
1238,0,1,1,0,1,1,1,0,2,0.0,6
1239,1,1,0,0,0,1,1,0,1,0.5,0
1240,1,1,0,0,1,1,1,0,1,0.5,0
1241,0,1,0,0,1,1,0,0,2,0.0,0
1242,1,1,1,0,1,1,0,0,2,0.5,0
1243,1,1,1,0,0,1,1,0,2,0.5,0
1244,1,1,1,0,0,1,1,0,2,0.5,0
1245,1,1,0,0,1,1,1,0,2,0.5,0
1246,1,1,0,0,1,1,0,0,1,0.5,0
1247,1,1,0,0,0,1,0,0,1,0.5,0
1248,0,1,1,0,0,1,1,0,2,0.0,0
1249,1,1,1,0,0,1,1,0,2,0.5,0
1250,1,1,1,0,0,1,1,0,2,0.5,0
1251,0,0,0,0,1,1,0,0,0,0.0,0
1252,0,0,0,0,1,1,0,0,0,0.0,0
1253,1,1,0,0,0,1,0,0,1,0.5,0
1254,0,0,0,0,0,1,0,0,0,0.0,0
1255,1,1,0,0,0,1,0,0,1,0.5,0
1256,1,1,0,0,0,1,0,0,1,0.5,0
1257,0,0,0,0,1,1,0,0,0,0.0,0
1258,1,1,1,0,0,1,1,0,2,0.5,0
1259,0,1,0,0,0,1,0,0,1,0.0,0
1260,0,0,1,0,0,1,1,0,1,0.0,0
1261,1,1,1,0,0,1,1,0,2,0.5,0
1262,1,1,1,1,0,1,1,1,3,1.0,0
1263,1,1,1,1,0,1,1,1,3,1.0,0
1264,1,1,1,1,0,1,1,1,3,1.0,0
1265,1,1,0,0,0,1,0,0,1,0.5,0
1267,0,0,0,0,1,1,0,0,0,0.0,0
1268,1,1,1,0,0,1,1,0,2,0.5,0
1269,0,1,0,0,0,1,0,0,1,0.0,0
1270,1,1,1,1,0,1,1,1,3,1.0,0
1271,0,0,0,0,1,1,0,0,0,0.0,0
1272,1,1,1,0,0,1,1,0,2,0.5,5
1273,1,1,0,0,0,1,0,0,1,0.5,0
1274,1,1,1,1,0,1,1,1,3,1.0,0
1275,1,1,1,0,0,1,1,0,2,0.5,14
1276,0,0,0,0,1,1,0,0,0,0.0,7
1277,1,1,0,0,0,1,1,0,1,0.5,5
1278,0,1,1,0,1,1,1,0,2,0.0,9
1279,0,1,0,0,1,1,0,0,1,0.0,4
1280,1,1,0,0,1,1,0,0,1,0.5,13
1281,0,1,1,0,1,1,1,0,2,0.0,0
1282,1,1,0,0,1,1,0,0,1,0.5,7
1283,1,1,1,0,1,1,1,0,2,0.5,4
1284,0,0,0,0,1,1,0,0,0,0.0,7
1285,1,0,0,0,1,1,0,0,0,0.5,5
1286,0,0,1,0,0,1,1,0,1,0.0,0
1287,1,1,1,0,1,1,1,0,2,0.5,4
1288,0,0,1,0,0,1,1,0,1,0.0,0
1289,0,1,0,0,1,1,0,0,1,0.0,2
1290,1,1,1,0,0,1,1,0,2,0.5,5
1291,0,1,0,0,1,1,0,0,1,0.0,4
1292,0,1,1,0,1,1,1,0,2,0.0,0
1293,1,1,1,0,0,1,1,0,2,0.5,5
1294,0,1,0,0,1,1,0,0,1,0.0,13
1295,0,1,0,0,1,1,0,0,1,0.0,11
1296,0,1,0,0,1,1,0,0,1,0.0,2
1297,1,1,1,0,1,1,1,0,2,0.5,0
1298,0,1,0,0,1,1,0,0,1,0.0,1
1299,0,1,1,0,1,1,1,0,2,0.0,0
1300,0,1,0,0,1,1,1,0,1,0.0,16
1301,1,0,0,0,1,1,0,0,0,0.5,5
1302,0,0,1,0,0,1,1,0,1,0.0,0
1303,0,1,0,0,1,1,0,0,1,0.0,1
1304,0,1,0,0,1,1,1,0,1,0.0,16
1305,1,1,1,0,1,1,1,0,3,0.5,26
1306,0,1,0,0,1,1,0,0,1,0.0,2
1307,0,1,0,0,1,1,0,0,1,0.0,4
1308,1,1,0,0,0,1,0,0,1,0.5,0
1309,1,1,1,0,0,1,1,0,2,0.5,0
1310,1,0,0,0,0,1,0,0,0,0.5,0
1311,1,1,1,0,1,1,1,0,2,0.5,0
1312,0,1,1,0,1,1,1,0,2,0.0,0
1313,0,1,0,0,1,1,0,0,1,0.0,0
1314,0,1,0,0,1,1,0,0,1,0.0,0
1315,1,1,1,0,0,1,1,0,2,0.5,0
1316,1,1,0,0,1,1,1,0,2,0.5,0
1317,0,1,0,0,0,1,0,0,1,0.0,0
1318,0,1,0,0,1,1,0,0,1,0.0,0
1319,1,1,1,1,0,1,1,1,3,1.0,0
1320,0,1,0,0,1,1,0,0,1,0.0,0
1321,0,1,0,0,1,1,0,0,1,0.0,0
1322,1,1,0,0,0,1,0,0,1,0.5,0
1323,0,1,0,0,1,1,0,0,1,0.0,0
1324,1,1,0,0,0,1,1,0,1,0.5,0
1325,0,1,1,0,1,1,1,0,2,0.0,13
1326,1,1,0,0,1,1,1,0,2,0.5,0
1327,0,1,0,0,0,1,1,0,1,0.0,10
1328,1,0,1,0,1,1,0,0,1,0.5,0
1329,0,0,0,0,1,1,0,0,0,0.0,0
1330,0,1,1,0,1,1,1,0,2,0.0,7
1331,1,1,0,0,1,1,1,0,1,0.5,8
1332,1,1,0,0,1,1,0,0,1,0.5,6
1333,0,1,0,0,1,1,0,0,2,0.0,7
1334,1,1,0,0,1,1,0,0,1,0.5,0
1335,0,1,1,0,1,1,1,0,2,0.0,0
1336,0,1,0,0,0,1,0,0,1,0.0,0
1337,1,1,0,0,1,1,1,0,2,0.5,0
1338,0,1,0,0,1,1,0,0,1,0.0,0
1339,1,1,0,0,0,1,1,0,1,0.5,0
1340,1,1,0,0,1,0,0,0,1,0.5,0
1341,0,1,1,0,1,1,1,0,2,0.0,6
1342,1,1,1,0,1,0,0,0,2,0.5,0
1343,1,1,0,0,0,0,0,0,1,0.5,0
1344,1,1,0,0,0,1,1,0,1,0.5,7
1345,1,1,1,0,0,1,1,0,2,0.5,5
1346,1,1,0,0,0,1,1,0,1,0.5,11
1347,1,1,0,0,0,1,1,0,1,0.5,0
1348,1,1,0,0,1,0,0,0,1,0.5,0
1349,0,1,0,0,1,0,0,0,2,0.0,0
1350,0,1,0,1,0,0,0,0,2,0.5,6
1351,1,1,0,0,1,1,1,0,2,0.5,0
1352,0,0,0,0,1,0,0,0,0,0.0,6
1353,1,1,1,1,1,1,1,1,3,1.0,4
1354,1,1,1,0,0,1,1,0,2,0.5,0
1355,1,1,1,0,0,1,1,0,2,0.5,0
1356,1,1,0,0,0,0,0,0,1,0.5,0
1357,1,1,0,0,0,0,0,0,1,0.5,0
1358,1,1,0,0,0,0,0,0,1,0.5,0
1359,1,1,1,0,0,1,1,0,2,0.5,0
1360,1,1,1,0,0,1,1,0,2,0.5,0
1361,1,1,0,0,0,0,0,0,1,0.5,0
1362,1,1,0,0,0,0,0,0,1,0.5,0
1363,1,1,1,0,0,1,1,0,2,0.5,0
1364,1,1,0,0,0,0,0,0,1,0.5,0
1365,1,1,1,0,0,1,1,0,2,0.5,0
1366,1,1,0,0,1,0,0,0,1,0.5,0
1367,1,1,1,1,0,1,1,1,3,1.0,3
1368,1,1,1,0,0,1,1,0,2,0.5,0
1369,0,1,0,0,1,0,0,0,1,0.0,0
1370,1,1,0,0,0,0,0,0,1,0.5,0
1371,1,1,0,0,0,0,0,0,1,0.5,0
1372,0,1,1,0,1,1,1,0,2,0.0,0
1373,0,1,1,0,1,0,1,0,2,0.0,0
1374,1,1,0,0,0,0,0,0,1,0.5,0
1375,0,0,0,0,1,0,0,0,0,0.0,0
1376,1,1,1,0,0,0,1,0,2,0.5,14
1377,1,1,1,1,0,1,1,1,3,1.0,0
1378,0,1,0,0,0,0,0,0,1,0.0,0
1379,1,1,1,0,0,1,1,0,2,0.5,0
1380,0,1,0,0,0,0,0,0,1,0.0,0
1381,1,1,1,0,0,0,1,0,2,0.5,5
1382,1,1,1,0,0,0,1,0,2,0.5,14
1383,0,1,1,0,0,0,1,0,2,0.0,0
1384,1,1,1,1,0,1,1,1,3,1.0,0
1385,1,1,1,1,0,1,1,1,3,1.0,0
1386,1,1,0,0,0,0,0,0,1,0.5,0
1387,1,1,1,0,0,1,1,0,2,0.5,0
1388,0,0,0,0,1,0,0,0,0,0.0,0
1389,0,0,0,0,1,0,0,0,0,0.0,0
1390,0,0,0,0,1,0,0,0,0,0.0,0
1391,1,1,0,0,0,0,0,0,1,0.5,0
1392,0,0,0,0,1,0,0,0,0,0.0,0
1393,1,1,1,0,0,1,1,0,2,0.5,0
1394,1,1,0,0,0,0,0,0,1,0.5,0
1395,0,0,1,0,0,0,1,0,1,0.0,0
1396,0,0,1,0,0,0,1,0,1,0.0,0
1398,1,1,1,1,0,1,1,1,3,1.0,0
1399,1,1,1,0,0,0,1,0,2,0.5,5
1400,0,0,0,0,0,0,0,0,0,0.0,0
1401,0,0,0,0,1,0,0,0,0,0.0,0
1402,0,1,0,0,0,0,0,0,1,0.0,0
1403,0,0,0,0,0,0,0,0,0,0.0,0
1404,1,1,1,0,0,1,1,0,2,0.5,0
1405,0,1,1,0,0,0,1,0,2,0.0,0
1406,1,1,1,0,0,1,1,0,2,0.5,5
1407,0,0,0,0,1,0,0,0,0,0.0,7
1408,1,1,1,0,1,1,1,0,2,0.5,4
1409,0,1,0,0,1,0,0,0,1,0.0,4
1410,0,1,0,0,1,1,1,0,1,0.0,16
1411,0,1,0,0,1,0,0,0,1,0.0,4
1412,0,1,0,0,1,0,0,0,1,0.0,4
1413,1,1,1,0,0,1,1,0,2,0.5,5
1414,0,1,1,0,1,1,1,0,3,0.0,8
1415,1,1,1,0,0,1,1,0,2,0.5,16
1416,0,1,0,0,1,0,0,0,1,0.0,2
1417,0,0,0,0,1,0,0,0,0,0.0,7
1418,1,1,1,0,1,1,1,0,3,0.5,26
1419,0,1,0,0,1,0,0,0,1,0.0,2
1420,0,1,0,0,1,1,0,0,1,0.0,13
1421,1,1,1,0,1,1,1,0,2,0.5,4
1422,0,0,0,0,1,0,0,0,0,0.0,2
1423,0,1,0,0,1,0,0,0,1,0.0,1
1424,0,1,1,0,1,1,1,0,2,0.0,5
1425,1,1,1,0,1,1,1,0,2,0.5,4
1426,0,1,0,0,1,1,0,0,1,0.0,13
1427,1,1,0,0,1,0,0,0,1,0.5,7
1428,0,1,1,0,1,1,1,0,2,0.0,0
1429,1,1,1,0,1,1,1,0,2,0.5,0
1430,0,1,0,0,1,0,0,0,1,0.0,11
1431,0,1,0,0,1,1,1,0,1,0.0,16
1432,1,1,1,0,0,1,1,0,2,0.5,5
1433,1,0,0,0,1,0,0,0,0,0.5,5
1434,0,0,0,0,1,0,0,0,0,0.0,2
1435,1,1,1,0,0,1,1,0,2,0.5,5
1436,0,1,0,0,1,0,0,0,1,0.0,4
1437,0,1,0,0,1,1,1,0,1,0.0,16
1438,0,1,0,0,1,0,0,0,1,0.0,4
1439,1,1,1,0,1,1,1,0,2,0.5,9
1440,1,1,1,0,0,1,1,0,2,0.5,5
1441,0,0,0,0,1,0,0,0,0,0.0,7
1442,1,1,1,0,1,1,1,0,2,0.5,9
1443,0,1,0,0,1,1,0,0,1,0.0,13
1444,0,1,0,0,1,0,0,0,1,0.0,4
1445,0,1,1,0,1,1,1,0,3,0.0,8
1446,0,0,0,0,1,0,0,0,1,0.0,0
1447,0,0,0,0,1,0,0,0,0,0.0,0
1448,1,1,0,0,1,0,0,0,1,0.5,6
1449,1,1,1,0,1,1,1,0,2,0.5,0
1450,1,1,0,0,0,0,0,0,1,0.5,0
1451,0,1,1,0,1,1,1,0,2,0.0,0
1452,1,1,0,0,0,0,0,0,1,0.5,0
1453,0,1,0,0,1,0,0,0,1,0.0,0
1454,0,1,1,0,1,1,1,0,2,0.0,4
1455,0,1,0,1,1,1,1,0,2,0.5,0
1456,0,1,1,0,1,1,1,0,2,0.0,0
1457,1,1,0,0,0,0,0,0,1,0.5,6
1458,0,1,0,0,1,0,0,0,1,0.0,5
1459,0,1,1,0,1,1,1,0,2,0.0,0
1460,1,1,0,0,1,0,0,0,1,0.5,0
1461,1,1,0,0,0,1,1,0,1,0.5,16
1462,1,1,0,0,1,0,0,0,1,0.5,8
1463,1,1,0,0,0,1,1,0,1,0.5,7
1464,1,1,0,0,0,1,1,0,1,0.5,0
1465,1,1,1,0,1,0,0,0,2,0.5,0
1466,1,1,0,0,1,0,0,0,1,0.5,0
1467,1,1,1,0,0,1,1,0,2,0.5,0
1468,1,1,0,0,0,1,1,0,1,0.5,0
1469,1,1,0,0,1,0,0,0,1,0.5,0
1470,1,1,0,0,0,1,1,0,1,0.5,14
1471,1,1,0,0,1,0,0,0,1,0.5,15
1472,0,1,1,0,1,1,1,0,2,0.0,0
1473,1,1,0,0,0,1,0,0,1,0.5,0
1474,0,1,0,0,1,0,0,0,1,0.0,0
1475,1,1,0,0,1,1,1,0,1,0.5,0
1476,1,1,1,0,1,0,0,0,2,0.5,0
1477,1,1,0,0,1,0,0,0,1,0.5,0
1478,1,1,0,0,0,0,0,0,1,0.5,0
1479,0,1,0,0,1,1,0,0,1,0.0,0
1480,0,1,1,0,1,1,1,0,2,0.0,0
1481,0,1,1,0,1,1,1,0,2,0.0,0
1482,1,0,0,0,1,0,0,0,0,0.5,0
1483,1,1,1,0,0,1,1,0,2,0.5,8
1484,0,1,1,0,1,1,1,0,2,0.0,9
1485,0,0,0,0,1,0,0,0,0,0.0,0
1486,1,1,0,0,0,1,1,0,1,0.5,8
1487,1,1,1,0,0,1,1,0,2,0.5,6
1488,0,1,0,0,1,0,0,0,2,0.0,0
1489,1,1,0,0,0,0,0,0,1,0.5,0
1490,1,1,0,0,0,0,0,0,1,0.5,0
1491,1,1,0,0,0,1,1,0,1,0.5,5
1492,0,1,0,0,0,0,0,0,1,0.0,0
1493,1,1,1,0,0,1,1,0,2,0.5,4
1494,0,1,1,0,1,1,1,0,2,0.0,10
1495,0,1,0,0,1,0,0,0,1,0.0,0
1496,1,1,1,0,1,1,1,0,2,0.5,0
1497,1,1,0,0,0,0,0,0,1,0.5,0
1498,1,1,0,0,0,1,1,0,1,0.5,0
1499,0,1,0,0,1,0,0,0,1,0.0,3
1500,1,1,0,0,0,1,1,0,1,0.5,4
1501,1,1,0,0,0,0,0,0,1,0.5,0
1502,1,1,0,0,0,0,0,0,1,0.5,0
1503,0,1,0,0,1,0,0,0,1,0.0,2
1504,1,1,1,0,0,1,1,0,2,0.5,0
1505,1,1,0,0,0,0,0,0,1,0.5,0
1506,1,1,1,0,0,1,1,0,2,0.5,0
1507,1,1,0,0,0,0,0,0,1,0.5,0
1508,0,1,0,0,1,0,0,0,1,0.0,4
1509,1,1,1,0,0,1,1,0,2,0.5,0
1510,1,1,0,0,1,0,0,0,1,0.5,0
1511,1,1,1,1,0,1,1,1,3,1.0,0
1512,1,1,1,1,0,1,1,1,3,1.0,0
1513,1,1,0,0,1,1,1,0,1,0.5,0
1514,0,1,0,0,1,0,0,0,1,0.0,0
1515,0,1,0,0,1,0,0,0,1,0.0,0
1516,0,0,0,0,1,0,0,0,0,0.0,0
1517,1,1,0,0,0,0,0,0,1,0.5,0
1518,1,1,1,1,0,1,1,1,3,1.0,0
1519,0,1,0,1,1,1,0,0,3,0.5,21
1520,1,1,1,1,0,1,1,1,3,1.0,0
1521,0,0,0,0,1,0,0,0,0,0.0,0
1522,1,1,0,0,0,0,0,0,1,0.5,0
1523,1,1,1,0,1,1,1,0,2,0.5,0
1524,1,1,1,1,0,1,1,1,3,1.0,0
1525,1,1,1,1,0,1,1,1,3,1.0,0
1526,1,1,1,0,0,0,1,0,2,0.5,14
1527,1,1,0,0,0,0,0,0,1,0.5,0
1528,1,1,0,0,1,0,0,0,1,0.5,0
1529,0,0,0,0,1,0,0,0,0,0.0,0
1530,0,0,0,0,0,0,0,0,0,0.0,0
1531,1,1,1,0,0,1,1,0,2,0.5,0
1532,1,1,1,0,0,1,1,0,3,0.5,0
1533,1,1,0,0,0,0,0,0,1,0.5,0
1534,1,1,1,0,0,1,1,0,2,0.5,0
1535,0,1,0,0,0,0,0,0,1,0.0,0
1536,1,1,1,0,0,1,1,0,2,0.5,0
1537,0,0,0,0,1,0,0,0,0,0.0,0
1538,1,1,1,1,0,1,1,1,3,1.0,0
1539,1,1,1,0,0,1,1,0,2,0.5,0
1540,1,1,0,0,0,0,0,0,1,0.5,0
1541,0,1,1,0,0,0,1,0,2,0.0,0
1542,0,0,0,0,1,0,0,0,0,0.0,0
1543,1,1,1,0,0,1,1,0,2,0.5,0
1544,1,1,0,0,1,0,0,0,1,0.5,13
1545,1,1,1,0,1,1,1,0,2,0.5,0
1546,0,0,0,0,1,0,0,0,0,0.0,7
1547,1,1,1,0,1,1,1,0,3,0.5,26
1548,1,1,1,0,0,1,1,0,2,0.5,16
1549,0,1,1,0,1,1,1,0,2,0.0,0
1550,1,1,0,0,1,0,0,0,1,0.5,13
1551,1,1,0,0,1,0,0,0,1,0.5,7
1552,1,1,1,0,1,1,1,0,2,0.5,4
1553,0,1,1,0,1,1,1,0,2,0.0,0
1554,1,1,0,0,1,0,0,0,1,0.5,13
1555,0,1,0,0,1,0,0,0,1,0.0,1
1556,1,0,0,0,1,0,0,0,0,0.5,5
1557,0,0,0,0,1,0,0,0,0,0.0,2
1558,0,1,1,0,1,1,1,0,2,0.0,13
1559,0,1,0,0,1,1,1,0,1,0.0,16
1560,0,1,0,0,1,0,0,0,1,0.0,4
1561,0,1,1,0,1,1,1,0,3,0.0,8
1562,0,1,0,0,1,0,0,0,1,0.0,4
1563,0,0,1,0,0,1,1,0,1,0.0,0
1564,1,1,0,0,1,0,0,0,1,0.5,7
1565,1,1,0,0,1,0,0,0,1,0.5,13
1566,0,1,1,0,1,1,1,0,2,0.0,13
1567,1,1,1,0,0,1,1,0,2,0.5,16
1568,0,1,0,0,1,0,0,0,1,0.0,1
1569,0,1,0,0,1,0,0,0,1,0.0,4
1570,1,1,1,0,1,1,1,0,3,0.5,26
1571,1,1,1,0,1,1,1,0,2,0.5,0
1572,0,0,0,0,1,0,0,0,0,0.0,4
1573,1,1,1,0,0,1,1,0,2,0.5,5
1574,0,0,0,0,1,0,0,0,0,0.0,7
1575,0,1,1,0,1,1,1,0,3,0.0,26
1576,0,0,0,0,1,0,0,0,0,0.0,7
1577,0,1,0,0,1,0,0,0,1,0.0,4
1578,0,1,1,0,1,1,1,0,3,0.0,8
1579,1,1,1,0,0,1,1,0,2,0.5,16
1580,0,1,0,1,1,1,1,0,3,0.5,0
1581,0,0,0,0,1,0,0,0,0,0.0,0
1582,0,0,0,0,1,0,0,0,1,0.0,0
1583,1,1,1,0,0,1,1,0,2,0.5,6
1584,0,1,0,0,1,0,0,0,1,0.0,0
1585,1,1,0,0,1,1,1,0,2,0.5,0
1586,1,1,1,0,0,1,1,0,2,0.5,0
1587,0,1,0,0,0,0,0,0,1,0.0,0
1588,1,1,1,1,0,1,1,1,3,1.0,0
1589,0,1,1,0,1,1,1,0,2,0.0,4
1590,0,1,0,0,1,0,0,0,1,0.0,0
1591,1,1,0,0,1,0,0,0,1,0.5,0
1592,1,1,0,0,0,1,1,0,1,0.5,0
1593,0,1,0,0,1,0,0,0,1,0.0,8
1594,1,1,1,0,1,1,1,0,2,0.5,0
1595,0,1,0,0,1,0,0,0,1,0.0,0
1596,0,1,0,0,1,0,0,0,1,0.0,0
1597,0,1,0,0,1,0,0,0,2,0.0,0
1598,1,1,1,0,0,1,1,0,2,0.5,0
1599,1,1,1,0,0,1,1,0,2,0.5,0
